YearMonth,GHI_kWh_m2_day,T2M,RH2M,WS2M,PRECTOT,Year,Month,Lat,Lon,Province,GHI_Annual_kWh_m2_year
2024-02-01,17.14,22.92,87.8,2.02,,2024.0,2.0,16.0544,108.2022,Đà Nẵng,6256.1
2024-03-01,17.29,24.62,87.13,1.88,,2024.0,3.0,16.0544,108.2022,Đà Nẵng,6310.849999999999
2024-04-01,22.88,28.14,81.17,1.72,,2024.0,4.0,16.0544,108.2022,Đà Nẵng,8351.199999999999
2024-05-01,19.84,28.25,82.68,1.33,,2024.0,5.0,16.0544,108.2022,Đà Nẵng,7241.6
2024-06-01,22.04,29.25,79.24,1.32,,2024.0,6.0,16.0544,108.2022,Đà Nẵng,8044.599999999999
2024-07-01,19.88,28.28,82.12,1.51,,2024.0,7.0,16.0544,108.2022,Đà Nẵng,7256.2
2024-08-01,24.27,29.22,77.88,1.3,,2024.0,8.0,16.0544,108.2022,Đà Nẵng,8858.55
2024-09-01,16.71,28.02,83.39,1.56,,2024.0,9.0,16.0544,108.2022,Đà Nẵng,6099.150000000001
2024-10-01,13.37,26.11,85.74,2.43,,2024.0,10.0,16.0544,108.2022,Đà Nẵng,4880.049999999999
2024-11-01,12.38,24.25,87.45,2.73,,2024.0,11.0,16.0544,108.2022,Đà Nẵng,4518.700000000001
2024-12-01,8.58,21.56,89.0,2.92,,2024.0,12.0,16.0544,108.2022,Đà Nẵng,3131.7
,17.37,26.04,84.12,1.91,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6340.05
2015-01-01,16.2,23.34,80.6,6.55,,2015.0,1.0,12.2388,109.1967,Nha Trang,5913.0
2015-02-01,20.02,24.07,78.36,5.07,,2015.0,2.0,12.2388,109.1967,Nha Trang,7307.3
2015-03-01,22.24,26.0,78.79,4.03,,2015.0,3.0,12.2388,109.1967,Nha Trang,8117.599999999999
2015-04-01,22.61,27.34,78.3,4.26,,2015.0,4.0,12.2388,109.1967,Nha Trang,8252.65
2015-05-01,23.82,29.11,78.22,4.31,,2015.0,5.0,12.2388,109.1967,Nha Trang,8694.3
2015-06-01,21.2,29.0,77.69,3.73,,2015.0,6.0,12.2388,109.1967,Nha Trang,7738.0
2015-07-01,20.2,27.87,83.88,3.81,,2015.0,7.0,12.2388,109.1967,Nha Trang,7373.0
2015-08-01,23.0,28.47,81.49,3.84,,2015.0,8.0,12.2388,109.1967,Nha Trang,8395.0
2015-09-01,21.32,28.51,80.75,3.52,,2015.0,9.0,12.2388,109.1967,Nha Trang,7781.8
2015-10-01,18.16,27.93,79.12,4.02,,2015.0,10.0,12.2388,109.1967,Nha Trang,6628.4
2015-11-01,14.45,27.56,83.12,4.88,,2015.0,11.0,12.2388,109.1967,Nha Trang,5274.25
2015-12-01,14.44,26.1,83.84,6.0,,2015.0,12.0,12.2388,109.1967,Nha Trang,5270.599999999999
,19.8,27.12,80.37,4.5,,2019.5,6.5,12.2388,109.1967,Nha Trang,7227.0
2016-01-01,15.32,25.54,84.59,4.34,,2016.0,1.0,12.2388,109.1967,Nha Trang,5591.8
2016-02-01,16.49,24.46,81.92,6.16,,2016.0,2.0,12.2388,109.1967,Nha Trang,6018.849999999999
2016-03-01,21.17,25.17,81.26,4.04,,2016.0,3.0,12.2388,109.1967,Nha Trang,7727.05
2016-04-01,23.8,27.86,79.69,3.6,,2016.0,4.0,12.2388,109.1967,Nha Trang,8687.0
2016-05-01,22.14,29.4,78.82,3.7,,2016.0,5.0,12.2388,109.1967,Nha Trang,8081.1
2016-06-01,21.03,27.95,85.34,3.7,,2016.0,6.0,12.2388,109.1967,Nha Trang,7675.950000000001
2016-07-01,22.37,27.94,84.41,3.36,,2016.0,7.0,12.2388,109.1967,Nha Trang,8165.05
2016-08-01,21.32,28.23,84.53,4.06,,2016.0,8.0,12.2388,109.1967,Nha Trang,7781.8
2016-09-01,19.86,28.19,82.75,3.12,,2016.0,9.0,12.2388,109.1967,Nha Trang,7248.9
2016-10-01,15.2,27.39,84.61,2.71,,2016.0,10.0,12.2388,109.1967,Nha Trang,5548.0
2016-11-01,14.95,26.97,86.07,4.68,,2016.0,11.0,12.2388,109.1967,Nha Trang,5456.75
2016-12-01,8.72,25.68,89.4,6.21,,2016.0,12.0,12.2388,109.1967,Nha Trang,3182.8
,18.53,27.07,83.63,4.13,,2019.5,6.5,12.2388,109.1967,Nha Trang,6763.450000000001
2017-01-01,11.6,24.75,87.25,6.11,,2017.0,1.0,12.2388,109.1967,Nha Trang,4234.0
2017-02-01,15.75,24.19,85.4,5.88,,2017.0,2.0,12.2388,109.1967,Nha Trang,5748.75
2017-03-01,21.57,25.51,83.42,3.32,,2017.0,3.0,12.2388,109.1967,Nha Trang,7873.05
2017-04-01,21.7,26.96,84.22,3.08,,2017.0,4.0,12.2388,109.1967,Nha Trang,7920.5
2017-05-01,20.5,28.65,82.47,2.84,,2017.0,5.0,12.2388,109.1967,Nha Trang,7482.5
2017-06-01,22.01,28.3,84.47,3.89,,2017.0,6.0,12.2388,109.1967,Nha Trang,8033.650000000001
2017-07-01,18.11,27.88,84.11,3.66,,2017.0,7.0,12.2388,109.1967,Nha Trang,6610.15
2017-08-01,21.69,28.11,84.78,3.45,,2017.0,8.0,12.2388,109.1967,Nha Trang,7916.85
2017-09-01,21.44,28.28,83.17,3.0,,2017.0,9.0,12.2388,109.1967,Nha Trang,7825.6
2017-10-01,14.66,27.56,82.8,4.14,,2017.0,10.0,12.2388,109.1967,Nha Trang,5350.9
2017-11-01,12.97,26.6,89.17,5.14,,2017.0,11.0,12.2388,109.1967,Nha Trang,4734.05
2017-12-01,11.15,24.79,85.38,7.4,,2017.0,12.0,12.2388,109.1967,Nha Trang,4069.75
,17.76,26.81,84.71,4.32,,2019.5,6.5,12.2388,109.1967,Nha Trang,6482.400000000001
2018-01-01,12.17,24.29,88.45,5.52,,2018.0,1.0,12.2388,109.1967,Nha Trang,4442.05
2018-02-01,17.92,23.49,83.91,5.82,,2018.0,2.0,12.2388,109.1967,Nha Trang,6540.8
2018-03-01,20.65,25.59,81.25,4.46,,2018.0,3.0,12.2388,109.1967,Nha Trang,7537.249999999999
2018-04-01,22.97,27.15,78.73,3.85,,2018.0,4.0,12.2388,109.1967,Nha Trang,8384.05
2018-05-01,22.2,28.72,78.29,2.33,,2018.0,5.0,12.2388,109.1967,Nha Trang,8103.0
2018-06-01,18.3,28.13,81.76,3.79,,2018.0,6.0,12.2388,109.1967,Nha Trang,6679.5
2018-07-01,20.91,27.78,84.72,3.95,,2018.0,7.0,12.2388,109.1967,Nha Trang,7632.15
2018-08-01,19.01,28.09,82.32,4.25,,2018.0,8.0,12.2388,109.1967,Nha Trang,6938.650000000001
2018-09-01,21.65,28.01,81.09,2.81,,2018.0,9.0,12.2388,109.1967,Nha Trang,7902.249999999999
2018-10-01,17.99,27.56,80.93,4.52,,2018.0,10.0,12.2388,109.1967,Nha Trang,6566.349999999999
2018-11-01,14.58,26.73,84.65,5.36,,2018.0,11.0,12.2388,109.1967,Nha Trang,5321.7
2018-12-01,12.35,26.32,86.2,6.1,,2018.0,12.0,12.2388,109.1967,Nha Trang,4507.75
,18.39,26.84,82.69,4.39,,2019.5,6.5,12.2388,109.1967,Nha Trang,6712.35
2019-01-01,14.45,24.94,84.32,6.19,,2019.0,1.0,12.2388,109.1967,Nha Trang,5274.25
2019-02-01,21.19,25.63,79.16,3.84,,2019.0,2.0,12.2388,109.1967,Nha Trang,7734.35
2019-03-01,22.38,26.85,78.43,3.51,,2019.0,3.0,12.2388,109.1967,Nha Trang,8168.7
2019-04-01,24.79,28.45,76.84,3.09,,2019.0,4.0,12.2388,109.1967,Nha Trang,9048.35
2019-05-01,22.54,29.28,81.0,3.62,,2019.0,5.0,12.2388,109.1967,Nha Trang,8227.1
2019-06-01,22.42,29.38,79.31,3.03,,2019.0,6.0,12.2388,109.1967,Nha Trang,8183.3
2019-07-01,20.66,28.0,83.27,3.53,,2019.0,7.0,12.2388,109.1967,Nha Trang,7540.9
2019-08-01,20.96,28.0,85.3,4.03,,2019.0,8.0,12.2388,109.1967,Nha Trang,7650.400000000001
2019-09-01,18.69,27.95,81.66,4.16,,2019.0,9.0,12.2388,109.1967,Nha Trang,6821.85
2019-10-01,18.23,27.78,81.62,4.47,,2019.0,10.0,12.2388,109.1967,Nha Trang,6653.95
2019-11-01,13.68,26.08,83.57,6.03,,2019.0,11.0,12.2388,109.1967,Nha Trang,4993.2
2019-12-01,14.24,24.34,83.18,6.96,,2019.0,12.0,12.2388,109.1967,Nha Trang,5197.6
,19.5,27.23,81.5,4.38,,2019.5,6.5,12.2388,109.1967,Nha Trang,7117.5
2020-01-01,17.31,24.68,81.87,5.76,,2020.0,1.0,12.2388,109.1967,Nha Trang,6318.15
2020-02-01,18.23,24.62,81.39,5.83,,2020.0,2.0,12.2388,109.1967,Nha Trang,6653.95
2020-03-01,23.62,26.81,78.02,3.43,,2020.0,3.0,12.2388,109.1967,Nha Trang,8621.300000000001
2020-04-01,21.83,27.82,78.22,4.33,,2020.0,4.0,12.2388,109.1967,Nha Trang,7967.95
2020-05-01,23.88,29.23,79.28,3.4,,2020.0,5.0,12.2388,109.1967,Nha Trang,8716.199999999999
2020-06-01,21.73,28.83,81.27,3.83,,2020.0,6.0,12.2388,109.1967,Nha Trang,7931.45
2020-07-01,21.58,28.4,80.56,3.27,,2020.0,7.0,12.2388,109.1967,Nha Trang,7876.7
2020-08-01,21.18,28.2,83.65,3.79,,2020.0,8.0,12.2388,109.1967,Nha Trang,7730.7
2020-09-01,19.92,28.58,79.99,2.89,,2020.0,9.0,12.2388,109.1967,Nha Trang,7270.8
2020-10-01,13.88,27.56,83.55,4.06,,2020.0,10.0,12.2388,109.1967,Nha Trang,5066.200000000001
2020-11-01,13.87,26.12,86.48,5.68,,2020.0,11.0,12.2388,109.1967,Nha Trang,5062.549999999999
2020-12-01,9.8,24.76,88.22,7.28,,2020.0,12.0,12.2388,109.1967,Nha Trang,3577.0000000000005
,18.9,27.14,81.88,4.46,,2019.5,6.5,12.2388,109.1967,Nha Trang,6898.499999999999
2021-01-01,12.94,23.31,84.75,7.35,,2021.0,1.0,12.2388,109.1967,Nha Trang,4723.099999999999
2021-02-01,19.81,23.65,81.48,5.76,,2021.0,2.0,12.2388,109.1967,Nha Trang,7230.65
2021-03-01,22.2,26.15,80.59,4.46,,2021.0,3.0,12.2388,109.1967,Nha Trang,8103.0
2021-04-01,22.24,27.45,80.39,3.5,,2021.0,4.0,12.2388,109.1967,Nha Trang,8117.599999999999
2021-05-01,22.12,28.75,81.27,3.33,,2021.0,5.0,12.2388,109.1967,Nha Trang,8073.8
2021-06-01,22.63,28.26,84.31,3.67,,2021.0,6.0,12.2388,109.1967,Nha Trang,8259.949999999999
2021-07-01,19.61,28.04,82.49,3.53,,2021.0,7.0,12.2388,109.1967,Nha Trang,7157.65
2021-08-01,22.02,27.78,84.31,3.34,,2021.0,8.0,12.2388,109.1967,Nha Trang,8037.3
2021-09-01,18.32,27.9,81.96,3.14,,2021.0,9.0,12.2388,109.1967,Nha Trang,6686.8
2021-10-01,14.48,27.7,84.66,3.61,,2021.0,10.0,12.2388,109.1967,Nha Trang,5285.2
2021-11-01,9.86,26.86,88.25,5.5,,2021.0,11.0,12.2388,109.1967,Nha Trang,3598.9
2021-12-01,12.02,24.8,85.02,6.88,,2021.0,12.0,12.2388,109.1967,Nha Trang,4387.3
,18.17,26.74,83.3,4.5,,2019.5,6.5,12.2388,109.1967,Nha Trang,6632.05
2022-01-01,16.81,24.79,83.25,5.5,,2022.0,1.0,12.2388,109.1967,Nha Trang,6135.65
2022-02-01,14.71,25.17,86.2,5.55,,2022.0,2.0,12.2388,109.1967,Nha Trang,5369.150000000001
2022-03-01,19.98,26.3,83.54,3.96,,2022.0,3.0,12.2388,109.1967,Nha Trang,7292.7
2022-04-01,19.53,26.82,84.02,4.44,,2022.0,4.0,12.2388,109.1967,Nha Trang,7128.450000000001
2022-05-01,20.83,27.92,85.78,3.5,,2022.0,5.0,12.2388,109.1967,Nha Trang,7602.95
2022-06-01,23.06,28.6,82.93,3.15,,2022.0,6.0,12.2388,109.1967,Nha Trang,8416.9
2022-07-01,19.08,28.22,83.23,3.32,,2022.0,7.0,12.2388,109.1967,Nha Trang,6964.2
2022-08-01,20.01,28.21,82.15,3.21,,2022.0,8.0,12.2388,109.1967,Nha Trang,7303.650000000001
2022-09-01,18.52,28.53,79.71,3.18,,2022.0,9.0,12.2388,109.1967,Nha Trang,6759.8
2022-10-01,13.96,27.11,83.2,4.79,,2022.0,10.0,12.2388,109.1967,Nha Trang,5095.400000000001
2022-11-01,14.41,26.53,86.14,4.33,,2022.0,11.0,12.2388,109.1967,Nha Trang,5259.65
2022-12-01,11.46,25.09,82.79,7.33,,2022.0,12.0,12.2388,109.1967,Nha Trang,4182.900000000001
,17.71,26.95,83.56,4.35,,2019.5,6.5,12.2388,109.1967,Nha Trang,6464.150000000001
2023-01-01,10.81,24.11,88.1,6.68,,2023.0,1.0,12.2388,109.1967,Nha Trang,3945.65
2023-02-01,16.78,24.82,84.74,5.59,,2023.0,2.0,12.2388,109.1967,Nha Trang,6124.700000000001
2023-03-01,21.99,25.26,79.34,4.98,,2023.0,3.0,12.2388,109.1967,Nha Trang,8026.349999999999
2023-04-01,21.68,27.93,81.79,3.46,,2023.0,4.0,12.2388,109.1967,Nha Trang,7913.2
2023-05-01,22.48,28.81,82.23,2.95,,2023.0,5.0,12.2388,109.1967,Nha Trang,8205.2
2023-06-01,22.33,28.51,84.94,3.11,,2023.0,6.0,12.2388,109.1967,Nha Trang,8150.45
2023-07-01,20.75,28.2,85.2,3.18,,2023.0,7.0,12.2388,109.1967,Nha Trang,7573.75
2023-08-01,22.8,28.1,85.96,3.52,,2023.0,8.0,12.2388,109.1967,Nha Trang,8322.0
2023-09-01,20.51,28.75,82.0,3.08,,2023.0,9.0,12.2388,109.1967,Nha Trang,7486.150000000001
2023-10-01,17.54,28.31,83.85,3.03,,2023.0,10.0,12.2388,109.1967,Nha Trang,6402.099999999999
2023-11-01,12.22,27.23,86.5,5.57,,2023.0,11.0,12.2388,109.1967,Nha Trang,4460.3
2023-12-01,12.8,26.07,87.43,6.25,,2023.0,12.0,12.2388,109.1967,Nha Trang,4672.0
,18.56,27.18,84.34,4.28,,2019.5,6.5,12.2388,109.1967,Nha Trang,6774.4
2024-01-01,15.42,25.0,82.53,6.31,,2024.0,1.0,12.2388,109.1967,Nha Trang,5628.3
2024-02-01,19.32,25.77,82.98,4.41,,2024.0,2.0,12.2388,109.1967,Nha Trang,7051.8
2024-03-01,21.82,26.46,83.02,3.57,,2024.0,3.0,12.2388,109.1967,Nha Trang,7964.3
2024-04-01,24.49,28.97,77.46,3.76,,2024.0,4.0,12.2388,109.1967,Nha Trang,8938.849999999999
2024-05-01,20.85,30.21,77.37,3.33,,2024.0,5.0,12.2388,109.1967,Nha Trang,7610.250000000001
2024-06-01,20.66,29.13,82.99,3.18,,2024.0,6.0,12.2388,109.1967,Nha Trang,7540.9
2024-07-01,17.89,28.18,84.02,3.27,,2024.0,7.0,12.2388,109.1967,Nha Trang,6529.85
2024-08-01,23.02,28.53,85.05,2.94,,2024.0,8.0,12.2388,109.1967,Nha Trang,8402.3
2024-09-01,18.97,28.56,83.11,3.14,,2024.0,9.0,12.2388,109.1967,Nha Trang,6924.049999999999
2024-10-01,13.96,27.96,84.07,4.07,,2024.0,10.0,12.2388,109.1967,Nha Trang,5095.400000000001
2024-11-01,14.28,26.83,85.95,5.31,,2024.0,11.0,12.2388,109.1967,Nha Trang,5212.2
2024-12-01,8.09,25.2,88.45,7.47,,2024.0,12.0,12.2388,109.1967,Nha Trang,2952.85
,18.21,27.57,83.09,4.23,,2019.5,6.5,12.2388,109.1967,Nha Trang,6646.650000000001
2015-01-01,18.95,27.19,58.71,1.52,,2015.0,1.0,10.7769,106.7009,TP.HCM,6916.75
2015-02-01,21.77,27.99,55.55,2.36,,2015.0,2.0,10.7769,106.7009,TP.HCM,7946.05
2015-03-01,23.45,30.07,55.31,3.26,,2015.0,3.0,10.7769,106.7009,TP.HCM,8559.25
2015-04-01,22.55,31.59,54.61,2.84,,2015.0,4.0,10.7769,106.7009,TP.HCM,8230.75
2015-05-01,21.54,31.11,62.87,2.47,,2015.0,5.0,10.7769,106.7009,TP.HCM,7862.099999999999
2015-06-01,18.16,28.4,76.93,2.25,,2015.0,6.0,10.7769,106.7009,TP.HCM,6628.4
2015-07-01,18.38,27.32,84.1,2.4,,2015.0,7.0,10.7769,106.7009,TP.HCM,6708.7
2015-08-01,20.3,27.09,85.0,2.24,,2015.0,8.0,10.7769,106.7009,TP.HCM,7409.5
2015-09-01,18.14,27.08,85.74,1.98,,2015.0,9.0,10.7769,106.7009,TP.HCM,6621.1
2015-10-01,17.97,27.15,84.03,1.48,,2015.0,10.0,10.7769,106.7009,TP.HCM,6559.049999999999
2015-11-01,18.32,27.63,78.61,2.0,,2015.0,11.0,10.7769,106.7009,TP.HCM,6686.8
2015-12-01,17.72,28.03,68.71,1.91,,2015.0,12.0,10.7769,106.7009,TP.HCM,6467.799999999999
,19.76,28.39,70.94,2.22,,2019.5,6.5,10.7769,106.7009,TP.HCM,7212.400000000001
2016-01-01,19.71,28.78,63.89,2.57,,2016.0,1.0,10.7769,106.7009,TP.HCM,7194.150000000001
2016-02-01,21.44,29.56,51.49,2.18,,2016.0,2.0,10.7769,106.7009,TP.HCM,7825.6
2016-03-01,23.38,30.25,55.8,3.03,,2016.0,3.0,10.7769,106.7009,TP.HCM,8533.699999999999
2016-04-01,22.88,31.97,56.49,3.24,,2016.0,4.0,10.7769,106.7009,TP.HCM,8351.199999999999
2016-05-01,19.07,30.79,68.5,2.47,,2016.0,5.0,10.7769,106.7009,TP.HCM,6960.55
2016-06-01,17.49,27.44,84.96,1.99,,2016.0,6.0,10.7769,106.7009,TP.HCM,6383.849999999999
2016-07-01,18.86,27.12,85.92,1.98,,2016.0,7.0,10.7769,106.7009,TP.HCM,6883.9
2016-08-01,17.6,27.17,85.86,2.76,,2016.0,8.0,10.7769,106.7009,TP.HCM,6424.000000000001
2016-09-01,17.99,27.2,84.19,2.09,,2016.0,9.0,10.7769,106.7009,TP.HCM,6566.349999999999
2016-10-01,14.72,26.46,88.67,1.86,,2016.0,10.0,10.7769,106.7009,TP.HCM,5372.8
2016-11-01,16.77,26.73,85.72,1.44,,2016.0,11.0,10.7769,106.7009,TP.HCM,6121.05
2016-12-01,13.47,25.86,83.95,1.56,,2016.0,12.0,10.7769,106.7009,TP.HCM,4916.55
,18.6,28.27,74.71,2.27,,2019.5,6.5,10.7769,106.7009,TP.HCM,6789.000000000001
2017-01-01,16.56,26.3,77.81,1.55,,2017.0,1.0,10.7769,106.7009,TP.HCM,6044.4
2017-02-01,19.65,27.46,66.06,1.7,,2017.0,2.0,10.7769,106.7009,TP.HCM,7172.249999999999
2017-03-01,22.62,29.33,61.54,2.83,,2017.0,3.0,10.7769,106.7009,TP.HCM,8256.300000000001
2017-04-01,22.17,30.53,63.0,2.74,,2017.0,4.0,10.7769,106.7009,TP.HCM,8092.05
2017-05-01,17.57,29.6,73.11,2.0,,2017.0,5.0,10.7769,106.7009,TP.HCM,6413.05
2017-06-01,17.69,28.17,79.62,2.17,,2017.0,6.0,10.7769,106.7009,TP.HCM,6456.85
2017-07-01,16.71,26.79,85.85,2.47,,2017.0,7.0,10.7769,106.7009,TP.HCM,6099.150000000001
2017-08-01,17.71,26.82,88.25,2.0,,2017.0,8.0,10.7769,106.7009,TP.HCM,6464.150000000001
2017-09-01,18.58,27.28,86.62,1.67,,2017.0,9.0,10.7769,106.7009,TP.HCM,6781.7
2017-10-01,16.17,26.58,87.52,1.46,,2017.0,10.0,10.7769,106.7009,TP.HCM,5902.05
2017-11-01,15.56,26.57,86.99,1.42,,2017.0,11.0,10.7769,106.7009,TP.HCM,5679.400000000001
2017-12-01,16.08,25.32,80.28,1.55,,2017.0,12.0,10.7769,106.7009,TP.HCM,5869.2
,18.07,27.56,78.14,1.97,,2019.5,6.5,10.7769,106.7009,TP.HCM,6595.55
2018-01-01,16.02,26.84,74.51,1.29,,2018.0,1.0,10.7769,106.7009,TP.HCM,5847.3
2018-02-01,21.0,27.72,61.03,1.82,,2018.0,2.0,10.7769,106.7009,TP.HCM,7665.0
2018-03-01,22.05,30.06,57.31,2.59,,2018.0,3.0,10.7769,106.7009,TP.HCM,8048.25
2018-04-01,22.62,31.5,55.29,2.87,,2018.0,4.0,10.7769,106.7009,TP.HCM,8256.300000000001
2018-05-01,19.4,29.89,69.93,1.63,,2018.0,5.0,10.7769,106.7009,TP.HCM,7080.999999999999
2018-06-01,17.63,26.9,86.79,2.25,,2018.0,6.0,10.7769,106.7009,TP.HCM,6434.95
2018-07-01,17.02,26.48,89.65,3.05,,2018.0,7.0,10.7769,106.7009,TP.HCM,6212.3
2018-08-01,17.29,26.29,89.14,2.91,,2018.0,8.0,10.7769,106.7009,TP.HCM,6310.849999999999
2018-09-01,17.75,26.42,88.75,1.95,,2018.0,9.0,10.7769,106.7009,TP.HCM,6478.75
2018-10-01,18.77,26.78,85.28,1.35,,2018.0,10.0,10.7769,106.7009,TP.HCM,6851.05
2018-11-01,16.5,26.62,84.44,1.71,,2018.0,11.0,10.7769,106.7009,TP.HCM,6022.5
2018-12-01,15.73,26.69,81.56,1.41,,2018.0,12.0,10.7769,106.7009,TP.HCM,5741.45
,18.46,27.68,77.08,2.07,,2019.5,6.5,10.7769,106.7009,TP.HCM,6737.900000000001
2019-01-01,18.35,26.49,69.87,1.72,,2019.0,1.0,10.7769,106.7009,TP.HCM,6697.750000000001
2019-02-01,22.11,28.58,61.47,2.99,,2019.0,2.0,10.7769,106.7009,TP.HCM,8070.15
2019-03-01,21.6,30.08,59.55,3.07,,2019.0,3.0,10.7769,106.7009,TP.HCM,7884.000000000001
2019-04-01,22.65,31.16,61.51,2.87,,2019.0,4.0,10.7769,106.7009,TP.HCM,8267.25
2019-05-01,19.05,29.3,77.75,1.77,,2019.0,5.0,10.7769,106.7009,TP.HCM,6953.25
2019-06-01,17.63,27.69,86.99,2.07,,2019.0,6.0,10.7769,106.7009,TP.HCM,6434.95
2019-07-01,17.87,26.58,88.96,2.33,,2019.0,7.0,10.7769,106.7009,TP.HCM,6522.55
2019-08-01,16.66,26.6,90.77,2.82,,2019.0,8.0,10.7769,106.7009,TP.HCM,6080.9
2019-09-01,16.89,26.62,88.07,1.97,,2019.0,9.0,10.7769,106.7009,TP.HCM,6164.85
2019-10-01,18.96,27.3,84.6,1.33,,2019.0,10.0,10.7769,106.7009,TP.HCM,6920.400000000001
2019-11-01,17.0,26.14,83.82,1.35,,2019.0,11.0,10.7769,106.7009,TP.HCM,6205.0
2019-12-01,18.77,25.86,72.86,1.22,,2019.0,12.0,10.7769,106.7009,TP.HCM,6851.05
,18.94,27.69,77.28,2.12,,2019.5,6.5,10.7769,106.7009,TP.HCM,6913.1
2020-01-01,19.96,28.09,61.64,1.65,,2020.0,1.0,10.7769,106.7009,TP.HCM,7285.400000000001
2020-02-01,21.66,29.34,51.12,2.1,,2020.0,2.0,10.7769,106.7009,TP.HCM,7905.9
2020-03-01,22.43,30.71,57.46,3.23,,2020.0,3.0,10.7769,106.7009,TP.HCM,8186.95
2020-04-01,22.02,31.45,57.88,2.94,,2020.0,4.0,10.7769,106.7009,TP.HCM,8037.3
2020-05-01,20.17,31.24,65.58,2.23,,2020.0,5.0,10.7769,106.7009,TP.HCM,7362.05
2020-06-01,16.92,27.57,85.72,1.62,,2020.0,6.0,10.7769,106.7009,TP.HCM,6175.8
2020-07-01,18.75,27.03,87.34,1.54,,2020.0,7.0,10.7769,106.7009,TP.HCM,6843.75
2020-08-01,18.17,26.67,90.31,2.09,,2020.0,8.0,10.7769,106.7009,TP.HCM,6632.05
2020-09-01,18.12,26.76,89.03,1.57,,2020.0,9.0,10.7769,106.7009,TP.HCM,6613.8
2020-10-01,14.69,26.04,92.06,1.79,,2020.0,10.0,10.7769,106.7009,TP.HCM,5361.849999999999
2020-11-01,16.95,26.48,85.88,1.33,,2020.0,11.0,10.7769,106.7009,TP.HCM,6186.75
2020-12-01,15.67,25.09,84.62,1.53,,2020.0,12.0,10.7769,106.7009,TP.HCM,5719.55
,18.78,28.03,75.81,1.97,,2019.5,6.5,10.7769,106.7009,TP.HCM,6854.700000000001
2021-01-01,18.09,24.36,79.64,1.22,,2021.0,1.0,10.7769,106.7009,TP.HCM,6602.85
2021-02-01,20.04,26.1,70.63,1.46,,2021.0,2.0,10.7769,106.7009,TP.HCM,7314.599999999999
2021-03-01,23.03,29.81,59.17,2.6,,2021.0,3.0,10.7769,106.7009,TP.HCM,8405.95
2021-04-01,19.82,29.54,69.01,2.42,,2021.0,4.0,10.7769,106.7009,TP.HCM,7234.3
2021-05-01,19.05,28.26,81.95,1.98,,2021.0,5.0,10.7769,106.7009,TP.HCM,6953.25
2021-06-01,18.63,26.95,88.25,2.08,,2021.0,6.0,10.7769,106.7009,TP.HCM,6799.95
2021-07-01,17.16,26.73,88.75,2.39,,2021.0,7.0,10.7769,106.7009,TP.HCM,6263.4
2021-08-01,19.47,26.96,88.02,1.98,,2021.0,8.0,10.7769,106.7009,TP.HCM,7106.549999999999
2021-09-01,17.57,26.27,89.89,1.82,,2021.0,9.0,10.7769,106.7009,TP.HCM,6413.05
2021-10-01,15.88,26.39,90.12,1.71,,2021.0,10.0,10.7769,106.7009,TP.HCM,5796.200000000001
2021-11-01,15.02,26.31,88.88,1.44,,2021.0,11.0,10.7769,106.7009,TP.HCM,5482.3
2021-12-01,16.95,25.18,83.09,1.21,,2021.0,12.0,10.7769,106.7009,TP.HCM,6186.75
,18.39,26.91,81.51,1.86,,2019.5,6.5,10.7769,106.7009,TP.HCM,6712.35
2022-01-01,18.76,25.59,78.62,1.14,,2022.0,1.0,10.7769,106.7009,TP.HCM,6847.400000000001
2022-02-01,20.46,28.16,67.89,2.15,,2022.0,2.0,10.7769,106.7009,TP.HCM,7467.900000000001
2022-03-01,21.05,29.56,65.76,2.07,,2022.0,3.0,10.7769,106.7009,TP.HCM,7683.25
2022-04-01,19.65,28.89,73.34,1.91,,2022.0,4.0,10.7769,106.7009,TP.HCM,7172.249999999999
2022-05-01,16.75,27.71,83.66,1.97,,2022.0,5.0,10.7769,106.7009,TP.HCM,6113.75
2022-06-01,19.52,27.35,86.53,1.47,,2022.0,6.0,10.7769,106.7009,TP.HCM,7124.8
2022-07-01,16.72,26.8,89.23,2.03,,2022.0,7.0,10.7769,106.7009,TP.HCM,6102.799999999999
2022-08-01,17.16,26.54,89.2,1.96,,2022.0,8.0,10.7769,106.7009,TP.HCM,6263.4
2022-09-01,17.36,26.5,89.39,1.9,,2022.0,9.0,10.7769,106.7009,TP.HCM,6336.4
2022-10-01,15.64,26.38,87.37,1.41,,2022.0,10.0,10.7769,106.7009,TP.HCM,5708.6
2022-11-01,14.96,26.16,87.84,1.47,,2022.0,11.0,10.7769,106.7009,TP.HCM,5460.400000000001
2022-12-01,17.24,24.69,82.49,1.29,,2022.0,12.0,10.7769,106.7009,TP.HCM,6292.599999999999
,17.92,27.02,81.86,1.73,,2019.5,6.5,10.7769,106.7009,TP.HCM,6540.8
2023-01-01,15.8,25.11,80.22,1.48,,2023.0,1.0,10.7769,106.7009,TP.HCM,5767.0
2023-02-01,19.51,27.42,68.74,1.65,,2023.0,2.0,10.7769,106.7009,TP.HCM,7121.150000000001
2023-03-01,22.85,28.91,58.0,2.1,,2023.0,3.0,10.7769,106.7009,TP.HCM,8340.25
2023-04-01,20.23,31.39,61.17,2.59,,2023.0,4.0,10.7769,106.7009,TP.HCM,7383.95
